date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,corr_scale,regime,stop_active,in_regime,n_long,leader,daily_return
2019-01-18,0.0,0.0,128273.49360857984,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-22,16.969637995564273,0.0,128290.46324657541,0.0,1.0,0.4,Crisis,False,False,0,,0.00013229263130032365
2019-01-23,0.0,0.0,128290.46324657541,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-24,33.93927599117639,0.0,128324.40252256658,0.0,1.0,0.4,Crisis,False,False,0,,0.00026455026455041164
2019-01-25,0.0,0.0,128324.40252256658,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-28,0.0,0.0,128324.40252256658,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-29,0.0,0.0,128324.40252256658,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-01-30,33.93927599115992,0.0,128358.34179855774,0.0,1.0,0.4,Crisis,False,False,0,,0.00026448029621795044
2019-01-31,0.0,0.0,128358.34179855774,0.0,1.0,0.4,Crisis,False,False,0,,0.0
2019-02-01,11.519891511371675,51.3433367194231,128369.86169006911,0.4,0.6,0.4,Crisis,False,True,1,USMV,8.974789912330509e-05
2019-02-04,443.0209143583353,12.836986169006908,128812.88260442745,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0034511287036200653
2019-02-05,131.12060525695338,0.0,128944.0032096844,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0010179153094462823
2019-02-06,-30.774942406531977,0.0,128913.22826727787,0.5,0.5,0.4,Crisis,False,True,1,USMV,-0.00023866904734209937
2019-02-07,-144.13961282171678,0.0,128769.08865445615,0.5,0.5,0.4,Crisis,False,True,1,USMV,-0.0011181134376905821
2019-02-08,292.5011831960171,0.0,129061.58983765217,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0022715170717789723
2019-02-11,-8.525669826760465,0.0,129053.0641678254,0.5,0.5,0.4,Crisis,False,True,1,USMV,-6.605892456063023e-05
2019-02-12,488.3357193951396,0.0,129541.39988722054,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.003783991666870379
2019-02-13,156.54549835313819,0.0,129697.94538557368,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0012084592145015227
2019-02-14,-186.87939454580876,0.0,129511.06599102788,0.5,0.5,0.4,Crisis,False,True,1,USMV,-0.0014408816885282394
2019-02-15,678.6150172847089,0.0,130189.68100831259,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0052398226521563895
2019-02-19,147.02200461730453,0.0,130336.7030129299,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.001129290766200719
2019-02-20,77.82844527045881,0.0,130414.53145820035,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0005971337579617764
2019-02-21,21.57416441491353,0.0,130436.10562261526,0.5,0.5,0.7,Caution,False,True,1,USMV,0.00016542761127680272
2019-02-22,367.22900040331257,0.0,130803.33462301857,0.5,0.5,0.7,Caution,False,True,1,USMV,0.0028153937795858397
2019-02-25,-176.7271833489024,0.0,130626.60743966966,0.5,0.5,0.4,Crisis,False,True,1,USMV,-0.0013510908101711516
2019-02-26,-43.16236342735374,0.0,130583.44507624231,0.5,0.5,0.4,Crisis,False,True,1,USMV,-0.00033042551034090373
2019-02-27,-12.952136984351297,0.0,130570.49293925795,0.5,0.5,0.7,Caution,False,True,1,USMV,-9.9186669311635e-05
2019-02-28,224.4895042530936,0.0,130794.98244351105,0.5,0.5,0.4,Crisis,False,True,1,USMV,0.0017192973634366782
2019-03-01,665.3689674291404,88.11078499404023,131460.3514109402,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,0.005087113855583154
2019-03-04,-636.5324529647493,2.1250821163516083,130823.81895797545,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,-0.0048420108887049325
2019-03-05,-40.20107307979044,6.947039373687729,130783.61788489566,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,-0.00030729169504449517
2019-03-06,-884.9389114329888,44.46702318094438,129898.67897346268,1.390004534972265,0.0,1.0,Normal,False,True,4,USMV,-0.006766435473683216
2019-03-07,-989.8620123919878,44.16613993788374,128908.8169610707,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,-0.007620262347657971
2019-03-08,-229.18785420346805,2.6695605312948776,128679.62910686723,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,-0.0017779067375405418
2019-03-11,1935.0053836569027,7.050098010201547,130614.63449052413,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,0.015037387013681076
2019-03-12,249.85180148122964,58.77658552073582,130864.48629200536,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,0.0019128928581073814
2019-03-13,455.8135324557368,0.13741461516630143,131320.29982446108,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,0.00348309572269022
2019-03-14,-156.3103984297208,59.094134921007445,131163.98942603136,1.0499999999999998,0.0,0.7,Caution,False,True,4,USMV,-0.0011902988238578847
2019-03-15,351.7586391073465,59.02379524171407,131515.7480651387,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,0.00268182327059911
2019-03-18,86.51282832090658,1.3244490566392038,131602.2608934596,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,0.0006578134527133394
2019-03-19,-9.811511057579523,2.8262849672090256,131592.44938240203,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,-7.455427430325506e-05
2019-03-20,-157.3773161426423,0.560791544258914,131435.0720662594,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,-0.001195944880433911
2019-03-21,977.8843078850365,0.9598493759411841,132412.95637414444,0.6000000000000001,0.3999999999999999,0.4,Crisis,False,True,4,USMV,0.007440056086339443
