date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,regime_scale,stop_active,n_held,holdings,daily_return
2024-01-03,-2751.832717055743,57.4705036984101,389351.6931628234,0.8394123747177675,0.16058762528223247,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.0070181279571017345
2024-01-04,807.2022641919721,21.67892019640083,390158.8954270154,0.8950919070713995,0.10490809292860048,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.002073195720904204
2024-01-05,1568.3726128472526,0.6942982010398762,391727.2680398626,0.896871433846715,0.10312856615328503,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.004019830461972995
2024-01-08,11091.274392398538,13.90330747377232,402818.54243226117,0.9323637485465369,0.06763625145346308,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.028313766483240778
2024-01-09,-297.6574173537388,20.384130203305173,402520.8850149074,0.8817599951040473,0.11824000489595266,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.000738936732049254
2024-01-10,2298.885672958588,1.3692262491771587,404819.77068786597,0.8851616229453616,0.1148383770546384,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.005711220854722728
2024-01-11,3764.135485015936,3.3961427981478636,408583.9061728819,0.8935508940335231,0.10644910596647694,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.009298299533691134
2024-01-12,-241.75341892850975,0.7434655614014763,408342.15275395336,0.8917312786493408,0.10826872135065924,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.0005916861023552355
2024-01-16,-2155.6648056630343,2.2226840644612826,406186.4879482903,0.897174468997119,0.10282553100288105,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.005279065095593818
2024-01-17,-2516.019768657553,8.840211628433815,403670.46817963273,0.9189383924429407,0.08106160755705927,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.006194247822881434
2024-01-18,4504.9190835549325,2.2443467399630035,408175.3872631877,0.9133785437126534,0.08662145628734663,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.011159892631903532
2024-01-19,7917.255517922854,7.098917285036992,416092.64278111054,0.9307703745445788,0.06922962545542122,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.019396699960298885
2024-01-22,-446.14254173318517,11.084431835093868,415646.5002393774,0.904131038263584,0.09586896173641601,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.0010722192508649635
2024-01-23,2837.8687876235035,14.729946988435465,418484.36902700085,0.9395696789834078,0.06043032101659218,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.006827601786588195
2024-01-24,14066.942502666436,7.438023022350842,432551.3115296673,0.9573433966485255,0.042656603351474476,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.03361402132025349
2024-01-25,5973.7741920868475,51.52311841895336,438525.0857217541,0.83822893081383,0.16177106918617,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.013810556188030714
2024-01-26,-11528.22022557273,1.383130293285836,426996.8654961814,0.8413829813763181,0.15861701862368194,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.026288622021699872
2024-01-29,4519.5141406710045,41.86484410103738,431516.3796368524,0.7433381302685954,0.2566618697314046,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.010584419947484186
2024-01-30,-3660.7771716607067,3.0078123164786854,427855.60246519174,0.736367798530528,0.26363220146947197,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.008483518458190337
2024-01-31,-2684.0937958392524,4.306407854297942,425171.5086693525,0.7263027022001642,0.27369729779983576,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",-0.00627336367777869
2024-02-01,4246.93194763118,60.85263419726464,429418.4406169837,0.8577561160283533,0.14224388397164667,1.0,False,5,"META,NVDA,ADBE,NFLX,INTC",0.009988750095044433
